gene,tissue,logFC,adj_p_value
ADCY6,Kidney,1.798596,2.69e-07
ADGRA1,Kidney,-1.5452201,0.00125
ADGRE4P,Kidney,-1.4846694,0.00166
ADGRF5-AS1,Kidney,-1.7005617,2.24e-06
ADGRG7,Kidney,-1.3184649,0.00285
ADIG,Kidney,-1.4669003,0.00121
ADNP2,Kidney,-0.9784411,0.000291
ADO,Kidney,-0.6483127,0.000844
ADPGK,Kidney,0.66415,0.000724
ADPRS,Kidney,0.5875138,0.0282
ADSSL1,Kidney,1.2571179,0.0164
AFAP1,Kidney,-1.4583885,4.13e-06
AFAP1-AS1,Kidney,-1.2435834,0.00541
AFDN-AS1,Kidney,-0.7908453,0.00976253
AGAP2-AS1,Kidney,-0.8680468,0.0374
AGBL3,Kidney,-0.7809933,0.00143
AGMAT,Kidney,-0.6420286,0.00917
AGO4,Kidney,-1.1208867,7.66e-06
AGRN,Kidney,-0.8341682,0.00615582
AHDC1,Kidney,-1.4464358,0.00168
AIDA,Kidney,-1.2718009,3.38e-06
AIG1,Kidney,-0.725,0.0174
AK3,Kidney,-0.7275344,0.000666
AK5,Kidney,-1.6498446,0.00046
AKAP3,Kidney,-0.7118008,0.00089976
AKAP5,Kidney,-1.0670496,0.0166
AKAP8L,Kidney,2.3468343,1.31e-06
AKIRIN2,Kidney,0.5867203,0.00255
AKNAD1,Kidney,-1.4014936,0.00782
AKR1C4,Kidney,-1.6219425,0.00137
AKR1C6P,Kidney,-1.5543756,0.000903
ALB,Kidney,-2.38802749,0.00108
ALDH1L1-AS1,Kidney,-0.933,0.0121
ALDH1L1-AS2,Kidney,-1.2617086,0.00333
ALG10,Kidney,-1.1003491,1.45e-05
ALG14,Kidney,-0.7061539,0.0298
ALKBH2,Kidney,1.020702,0.0214
ALKBH3,Kidney,0.6245321,0.013
ALKBH4,Kidney,0.773,0.0317
ALMS1-IT1,Kidney,-0.7124972,0.0225
ALOX12,Kidney,-1.2598486,0.00976
ALOX12P2,Kidney,2.4681616,9.95e-07
AMH,Kidney,-0.9327284,0.00248
AMPD2,Kidney,1.0156211,0.00279
AMY1C,Kidney,3.0166286,3.85e-06
ANAPC16,Kidney,-0.9281145,0.000148
ANHX,Kidney,-1.7038773,0.00254
ANKDD1A,Kidney,-0.9878005,0.0363
ANKLE2,Kidney,-0.6742752,0.000249
ANKMY1,Kidney,1.5008,3.11e-05
ANKRD18A,Kidney,1.1723776,8.74e-05
ANKRD18DP,Kidney,-1.8563791,0.000459
ANKRD19P,Kidney,-1.3059765,0.00326
ANKRD20A11P,Kidney,1.6801663,3.24e-07
ANKRD20A12P,Kidney,-1.2470904,0.0143
ANKRD30B,Kidney,-1.3662585,0.00315
ANKRD31,Kidney,-1.4193151,0.00756
ANKRD33,Kidney,-0.6372978,0.0141
ANKRD34B,Kidney,-1.3519637,0.0048
ANKRD34C-AS1,Kidney,-1.367425,0.00591
ANKRD44-IT1,Kidney,-1.33,0.018
ANKRD55,Kidney,-1.565425,0.00124
ANKS1B,Kidney,-1.95445145,9.77e-08
ANKS4B,Kidney,-2.04,0.00272
ANKUB1,Kidney,-1.4412916,0.000989
ANP32D,Kidney,1.5873594,0.000851
ANXA6,Kidney,2.2082501,5.17e-06
AP1S2P2,Kidney,-0.7508704,0.0477
AP1S3,Kidney,-1.1402806,0.0133
AP2A2,Kidney,1.178728,0.000936
AP3S1,Kidney,-1.0809326,4.45e-06
AP3S2,Kidney,-0.8977926,0.000562
AP4S1,Kidney,-0.9053816,0.000659
APC2,Kidney,-1.1302606,1.21e-05
APITD1-CORT///APITD1,Kidney,-0.9562885,0.02084366
APMAP,Kidney,1.3207101,0.00185
APOBEC1,Kidney,-1.555683,0.000769
APOC3,Kidney,-1.4817586,0.00211
APOC4-APOC2///APOC4///APOC2,Kidney,-0.764427,0.01377708
APOH,Kidney,-1.4610507,0.00318
APOM,Kidney,-0.6792507,0.0089
APOOL,Kidney,-0.8990383,0.00117
AQP12A,Kidney,-1.3750811,0.00533
AQP4-AS1,Kidney,-1.3549415,0.0148
ARGLU1-DT,Kidney,-0.7569902,0.0192
ARHGAP19,Kidney,-0.7602124,0.00295
ARHGAP26,Kidney,-1.1133878,1.02e-05
ARHGAP26-IT1,Kidney,-1.2,0.0276
ARHGAP29,Kidney,-1.112869,0.00144
ARHGEF38-IT1,Kidney,-0.6722551,0.00961
ARID1B,Kidney,-0.5932743,0.0021
ARID3A,Kidney,0.5862539,0.0164
ARID3B,Kidney,-0.6838745,0.00352247
ARIH2,Kidney,1.5593152,4.21e-05
ARL14,Kidney,-1.5276116,0.00224
ARL17B///ARL17A,Kidney,-0.9173689,0.0456
ARL3,Kidney,-0.6565792,0.00412
ARL8B,Kidney,-1.1076382,8.98e-06
ARNT2,Kidney,-0.9329476,0.0111
ARPC3,Kidney,-0.9595362,6.1e-06
ARPC4-TTLL3,Kidney,1.9875641,5.27e-07
ARPC4-TTLL3///TTLL3///ARPC4,Kidney,-0.8384907,0.00031899
ARRDC5,Kidney,-1.5851462,0.00942
ARSJ,Kidney,-1.4253923,2.65e-05
AS3MT,Kidney,1.0222168,0.0344
ASAP1-IT1,Kidney,1.3583826,0.00104
ASAP1-IT2,Kidney,1.7193687,0.000314
ASCL1,Kidney,1.0882276,0.0179
ASIC3,Kidney,1.4223149,0.00226
ASIC5,Kidney,-0.9444661,0.0325
ASMTL-AS1,Kidney,2.5239827,7.96e-13
ASTL,Kidney,-0.8442875,0.000133
ASXL1,Kidney,0.8543799,0.000967
ASXL2,Kidney,-0.8970451,0.000881
ASZ1,Kidney,-1.1835541,0.0151
ATF6,Kidney,-1.0362091,1.12e-05
ATF7,Kidney,-0.7717916,0.000117
ATG10,Kidney,-0.6155086,0.0051
ATG12,Kidney,1.2914178,0.0146097
ATOX1,Kidney,-0.9818237,0.00429
ATP1A2,Kidney,1.5698354,0.0018
ATP2C2,Kidney,-0.7620021,0.00402333
ATP5E,Kidney,-0.9418981,0.000114
ATP5H,Kidney,-0.9877153,9.36e-05
ATP5O,Kidney,-0.6377003,0.00547
ATP5SL,Kidney,1.1138472,0.00973
ATP6V1G3,Kidney,-2.08,0.00183
ATP9A,Kidney,-1.0323587,0.00329
ATP9B,Kidney,-0.6192492,0.0281
ATXN3L,Kidney,-1.6492833,0.00155
AUNIP,Kidney,-1.2940968,0.0103
AURKB,Kidney,-1.7978847,0.000958
AVL9,Kidney,-0.9497829,0.00087
AXIN2,Kidney,-0.8834842,0.0477
B3GALT2,Kidney,-1.47245466,5.49e-05
B3GALT6,Kidney,-0.7902145,0.00267
B3GAT1,Kidney,-1.4245212,0.00488
B3GNT6,Kidney,-0.7034432,0.0027
B4GALT2,Kidney,2.0492731,1.25e-06
BAALC-AS1,Kidney,-0.6698023,0.0246
BAALC-AS2,Kidney,-0.8986385,0.0149
BABAM2-AS2,Kidney,-0.8583981,0.00213
BACE1-AS,Kidney,0.606849,0.0446
BAG2,Kidney,1.27861232,5.26e-05
BARHL2,Kidney,-1.203742,0.0312
BASP1P1,Kidney,-1.48,0.000843
BBIP1,Kidney,-1.3377467,7.74e-07
BCDIN3D,Kidney,-0.8634224,6.83e-05
BCL6,Kidney,-0.9319892,0.0264
BCORP1,Kidney,-1.5249005,0.00086
BCR,Kidney,1.0016289,0.0028
BECN1,Kidney,-0.9260068,0.000101
BET1L,Kidney,0.7611259,0.0326
BFSP2-AS1,Kidney,-1.6468872,0.000797
BGLAP,Kidney,0.8025702,0.00479
BICD2,Kidney,0.952,0.00964
BICRA,Kidney,0.788,0.0383
BIN3,Kidney,0.8599017,0.0101
BIN3-IT1,Kidney,1.1504862,0.00374
BIRC5,Kidney,-1.40832,0.00244
BLACAT1,Kidney,-1.4601002,0.00166
BLOC1S1-RDH5///RDH5,Kidney,-0.7603194,0.04068538
BLOC1S3,Kidney,0.669,0.0283
BLOC1S4,Kidney,-1.0819407,9.38e-05
BLOC1S5,Kidney,-1.3006957,5.74e-07
BLOC1S5-TXNDC5///TXNDC5,Kidney,1.3172881,0.00439652
BLTP1,Kidney,-0.644824,5.67e-05
BMP7-AS1,Kidney,-1.03,0.00835
BMP8A,Kidney,-0.7455425,0.03715913
BMT2,Kidney,-0.8457475,0.0108
BNIP3,Kidney,-0.6821007,0.00832
BPESC1,Kidney,-1.5870664,0.000797
BPI,Kidney,-1.2501115,0.0127
BPIFA3,Kidney,-1.3372356,0.00591
BPIFA4P,Kidney,-1.5367865,0.00196
BPIFB3,Kidney,-1.0624743,0.0307
BPIFB4,Kidney,-1.2572925,0.00411
BPIFB6,Kidney,-1.3119809,0.00693
BRD2,Kidney,-0.9677829,2.33e-05
BRD3OS,Kidney,0.8837512,0.000168
BRD7P3,Kidney,-1.47,0.00919
BRF2,Kidney,1.31,0.0138
BRMS1,Kidney,0.59638091,0.000714
BSCL2,Kidney,1.2703036,0.0132
BSN-AS2,Kidney,-1.7232267,0.00266
BST1,Kidney,-0.7884734,0.000209
BTBD10,Kidney,-1.1007892,9.28e-09
BTBD18,Kidney,-0.6639545,0.00674
BTBD9-AS1,Kidney,-1.59,0.000987
BTD,Kidney,-0.9900004,0.01451611
BTF3P11,Kidney,-0.9638906,0.00023
BTG1,Kidney,-0.8220625,0.00377
BTG4,Kidney,-1.4818461,0.000979
BTNL10,Kidney,-1.5038819,0.00272
BZW2,Kidney,-0.993742,0.000105
C10ORF111,Kidney,-0.9917224,0.0238
C10ORF2,Kidney,-0.9930435,2.5e-05
C10ORF71-AS1,Kidney,-1.5453987,0.00078
C10ORF95-AS1,Kidney,1.0571703,0.00253
C11ORF31,Kidney,-0.6659227,0.00871
C11ORF63,Kidney,-0.7441545,0.0133
C11ORF72,Kidney,1.5356009,0.00122
C11ORF80,Kidney,1.0664142,0.0104
C12ORF40,Kidney,-1.6455241,0.00171
C12ORF42,Kidney,-1.4736099,0.00137
C12ORF50,Kidney,-1.5372652,0.000824
C12ORF56,Kidney,-1.0956726,0.00258
C12ORF65,Kidney,-1.2533656,7.06e-06
C12ORF66,Kidney,-0.6000535,0.0224
C14ORF166,Kidney,-1.1732127,7.44e-08
C14ORF169,Kidney,-1.3151482,1.45e-11
C14ORF177,Kidney,-1.6065945,0.000762
C14ORF178,Kidney,-1.1399682,0.0106
C14ORF79,Kidney,1.3979943,0.000253
C15ORF41,Kidney,-0.7997435,0.000783
C15ORF65,Kidney,-0.7632309,0.00223
C16ORF46,Kidney,-1.477559,0.00131
C16ORF72,Kidney,-0.6371031,0.0122
C16ORF86,Kidney,-0.6385287,0.00197
C16ORF87,Kidney,-0.9332135,0.00947
C16ORF92,Kidney,-1.0965472,0.00404
C17ORF47,Kidney,-1.5370297,0.00116
C17ORF51,Kidney,-1.0515834,5.73e-05
C17ORF64,Kidney,-1.2828029,0.0228
C17ORF97,Kidney,-0.5877068,0.0299
C17ORF99,Kidney,1.4671485,0.00154
C18ORF21,Kidney,-0.8876989,5.71e-05
C19ORF43,Kidney,0.9134011,0.0443
C19ORF68,Kidney,-1.0765189,1.35e-06
C1ORF105,Kidney,-1.6057743,0.000176
C1ORF109,Kidney,-1.0190361,0.000569
C1ORF127,Kidney,-1.071034,0.0369
C1ORF145,Kidney,-1.6541284,0.00432
C1ORF174,Kidney,-0.7600682,0.000254
C1ORF204,Kidney,1.0625488,0.00799
C1ORF228,Kidney,1.3211385,9.72e-05
C1ORF234,Kidney,-1.1431846,0.0108
C1ORF43,Kidney,0.8956254,0.0249
C1ORF52,Kidney,-0.6067236,0.00342
C1ORF53,Kidney,-1.0423441,3.23e-05
C1ORF61,Kidney,1.5370031,0.00177
C1ORF64,Kidney,0.9006483,0.0277
C1QTNF7-AS1,Kidney,-1.8549299,0.000923
C20ORF187,Kidney,-1.5745048,0.00173
C20ORF194,Kidney,0.6489634,0.00678
C20ORF197,Kidney,-1.64517,0.000617
C20ORF202,Kidney,-1.156988,0.007
C20ORF24,Kidney,-0.7437841,0.0011
C20ORF78,Kidney,-1.3694474,0.0317
C21ORF2,Kidney,1.2107941,0.00182
C21ORF62,Kidney,-1.0991508,0.00875
C22ORF23,Kidney,-1.1388305,0.00698
C22ORF31,Kidney,1.261089,0.00963
C2CD3,Kidney,-1.7308164,0.00323
C2CD4B,Kidney,-1.3859667,0.00047
C2ORF16,Kidney,-1.1618542,0.0147
C2ORF47,Kidney,-0.7301348,0.0235
C2ORF48,Kidney,-1.6779832,0.000396
C2ORF50,Kidney,-1.201362,0.00843
C2ORF57,Kidney,-1.368343,0.0062
C2ORF73,Kidney,-0.7385195,0.0229
C2ORF74,Kidney,-0.8718169,0.00521
C2ORF76,Kidney,-0.7588569,0.00227
C2ORF80,Kidney,-1.2899681,0.00319
C2ORF82,Kidney,-1.3916385,0.00165
C2ORF92,Kidney,-0.7,0.0186
C3ORF18,Kidney,-0.5927822,0.00681139
C3ORF20,Kidney,1.560015,0.00136
C3ORF30,Kidney,-0.9907872,0.0377
C3ORF33,Kidney,-1.1923196,4.27e-06
C3ORF38,Kidney,-1.2324512,6.73e-07
C3ORF49,Kidney,-1.4703074,0.00104
C3ORF58,Kidney,-1.033508,5.6e-05
C3ORF80,Kidney,-1.8165028,0.000162
C4ORF26,Kidney,-1.0192374,0.0421
C4ORF33,Kidney,-0.7088011,0.0202
C4ORF45,Kidney,-1.238308,0.0143
C4ORF47,Kidney,-0.7360046,0.0094
C5ORF22,Kidney,-1.2608791,1.67e-07
C5ORF45,Kidney,0.7537657,0.000437
C5ORF47,Kidney,-1.6764735,0.000863
C5ORF52,Kidney,-1.1356652,0.0188
C5ORF58,Kidney,-4.2722502,2.62e-05
C5ORF66,Kidney,-1.4951669,0.00106
C5ORF66-AS2,Kidney,-1.4953661,0.000993
C6ORF1,Kidney,-0.6450943,0.00375
C6ORF10,Kidney,-1.1738937,0.0202
C6ORF201,Kidney,-1.5008425,0.00102
C6ORF203,Kidney,-0.6413071,0.0404
C6ORF223,Kidney,-1.5319156,0.00108
C6ORF25,Kidney,-0.8120673,0.0226
C6ORF47,Kidney,0.632,0.0324
C6ORF58,Kidney,-1.5484842,0.00125
C6ORF89,Kidney,0.8981406,0.0132
C7ORF34,Kidney,-1.4625206,0.000985
C7ORF43,Kidney,-0.6198408,0.00368
C7ORF62,Kidney,-1.3847161,0.00214
C7ORF69,Kidney,-1.3772677,0.0042
C7ORF73,Kidney,-0.5890028,0.0133
C8ORF17,Kidney,-1.4701281,0.000986
C8ORF33,Kidney,0.6661787,0.00411
C8ORF37,Kidney,-1.3746649,0.000845
C8ORF48,Kidney,-1.3408023,5.38e-05
C9ORF129,Kidney,-1.1881908,0.00741
C9ORF135-AS1,Kidney,-0.870613,0.0221
C9ORF43,Kidney,0.8575244,0.0172
C9ORF57,Kidney,-1.3043691,0.00402
CA10,Kidney,-1.45114451,0.000225
CABS1,Kidney,-1.5309307,0.00067
CACNG1,Kidney,-1.3594655,0.00283
CAHM,Kidney,-1.32,0.00816
CALB1,Kidney,-0.9999625,0.0143
CALCOCO2,Kidney,-0.7282395,0.00146
CALCR,Kidney,-0.714536,0.00433
CALM2,Kidney,-1.0660641,4e-05
CALML3,Kidney,-1.374002,0.00218
CAMK1G,Kidney,-0.5865117,0.02096717
CAMLG,Kidney,-1.644676,2.6e-12
CAMSAP1,Kidney,2.1388045,1.68e-06
CAND1.11///AMPD3,Kidney,-0.5898856,0.01081511
CAPN8,Kidney,2.0862945,0.000158
CARD14,Kidney,-1.5835474,0.00144
CARD17,Kidney,-0.6295529,0.0428
CARD18,Kidney,-1.6591284,0.001
CARD8,Kidney,-1.4295658,0.00164
CARF,Kidney,-0.9962134,0.000515
CARHSP1,Kidney,1.0282966,0.000519
CASC11,Kidney,-1.4487356,0.00252
CASC2,Kidney,2.4046313,6e-06
CASC23,Kidney,-1.3226501,0.00244
CASC7///AGO2,Kidney,-1.2188094,0.0266
CASC9,Kidney,-2.1807072,0.000296
CASP9,Kidney,-0.6768455,0.000948
CASTOR2,Kidney,0.7655158,0.00999
CATSPER4,Kidney,-1.0287519,0.043
CATX-1,Kidney,-1.5356316,0.0032
CBL,Kidney,-1.4279528,0.00104
CBLN1,Kidney,-1.535571,0.000664
CBR3-AS1,Kidney,-1.0577613,1.96e-05
CBWD5,Kidney,-0.6257404,0.00882
CBX3P2,Kidney,-1.1394559,0.00511
CBX5,Kidney,-0.8467635,0.00122
CBY3,Kidney,-1.5606115,0.00235
CCDC105,Kidney,-1.2775081,0.0144
CCDC127,Kidney,-1.0722125,2.22e-06
CCDC140,Kidney,-1.5789854,0.000778
CCDC142,Kidney,0.9272758,0.000228
CCDC144B,Kidney,1.5548918,0.0051
CCDC144BP,Kidney,-1.72,0.0251
CCDC148-AS1,Kidney,-0.899,0.000355
CCDC15,Kidney,-0.9690037,0.000264
CCDC158,Kidney,-1.5281396,0.00317
CCDC172,Kidney,-1.5131667,0.001
CCDC174,Kidney,-1.1545663,0.000159
CCDC189,Kidney,0.9363317,0.000241
CCDC26,Kidney,-1.2534814,0.00655
CCDC34,Kidney,-1.1020669,1.88e-05
CCDC36,Kidney,-1.4844264,0.00141
CCDC37-AS1,Kidney,-1.6361414,0.00188
CCDC43,Kidney,-1.2165173,2.33e-08
CCDC54,Kidney,-1.2094353,0.0187
CCDC63,Kidney,-1.4455164,0.00136
CCDC70,Kidney,-1.5573045,0.000951
CCDC73,Kidney,-0.9633951,0.0293
CCDC91,Kidney,-1.05820003,6.62e-07
CCDC96,Kidney,-0.9137887,0.000777
CCER1,Kidney,-1.4298088,0.00151
CCER2,Kidney,1.3355051,0.0051
CCNJ,Kidney,-1.0970676,1.2e-06
CCNYL1,Kidney,-0.8814432,0.000234
CCR3,Kidney,1.8565052,9.61e-05
CCR8,Kidney,-1.5007768,0.00376
CCSAP,Kidney,-0.8726927,0.000761
CCZ1B,Kidney,-0.6607518,0.00866
CCZ1B///CCZ1,Kidney,0.8263526,0.04912497
CD160,Kidney,-1.4240327,0.00176
CD2BP2,Kidney,1.3887134,0.00103
CD3EAP,Kidney,-0.7863823,0.000401
CD40,Kidney,0.8115271,0.00386
CD47,Kidney,1.7723398,0.00110052
CD9,Kidney,1.3034607,0.02551703
CDC20B,Kidney,-1.5509359,0.000701
CDC25B,Kidney,0.8615612,0.00101235
CDC25C,Kidney,-1.6344851,0.000748
CDC26,Kidney,-1.1631344,2.02e-05
CDC42,Kidney,-1.096628,8.93e-07
CDC42BPB,Kidney,0.759,0.00043
CDC42EP5,Kidney,-0.7496727,0.0143
CDCA8,Kidney,-1.2559623,3.39e-05
CDCP2,Kidney,-1.494223,0.00164
CDH20,Kidney,-1.2146679,0.0112
CDH4,Kidney,-1.4226126,0.00359
CDH9,Kidney,-2.14,0.000364
CDK11A,Kidney,0.6995791,0.00523
CDK12,Kidney,-0.7821269,0.000918
CDK13,Kidney,-0.7283479,0.000442
CDK17,Kidney,-1.2394638,0.000102
CDK6,Kidney,-0.9076616,0.0052
CDK8,Kidney,-0.9850016,7.86e-05
CDKN2AIP,Kidney,-0.9852428,0.000751
CDKN2C,Kidney,0.62321802,3.3e-05
CDRT15,Kidney,-1.100787,0.0236
CDX2,Kidney,1.2187587,0.003
CDYL,Kidney,-1.286012,2.14e-07
CEACAM5,Kidney,-1.595384,0.000889
CEACAM8,Kidney,-1.08122,0.023
CEBPA-AS1,Kidney,1.1699057,0.00402
CEBPZOS,Kidney,-0.9785401,0.000464
CECR6,Kidney,-0.8426709,0.0364
CELA3B,Kidney,7.0776287,1.05e-18
CELF3,Kidney,-0.5914167,0.00555142
CELF5,Kidney,-1.641548,0.0187
CELF6,Kidney,2.1134549,1.87e-05
CELP,Kidney,-0.6779016,0.00396075
CEND1,Kidney,-0.5927872,0.00155
CENPBD1P,Kidney,0.6142895,0.0232
CENPN,Kidney,-0.9442666,0.0077
CENPQ,Kidney,-0.9208565,6.6e-05
CENPVL2,Kidney,-1.3994454,0.00354
CEP104,Kidney,-1.1280745,8.72e-06
CEP164,Kidney,0.6996199,0.00167
CEP295NL,Kidney,-1.3480397,0.00241
CERS3,Kidney,-1.224111,0.00695
CES3,Kidney,1.4946802,0.00565
CES4A,Kidney,1.6988882,0.000194
CES5A,Kidney,-1.3722629,0.00159
CFAP210,Kidney,-0.9,0.0138
CFAP58-AS1,Kidney,-1.405125,0.00385
CFL1P1,Kidney,-0.6608709,0.00123
CFLAR,Kidney,0.86745,0.00318
CGRRF1,Kidney,0.7217426,0.00213
CHAC1,Kidney,-0.6484863,0.00983
CHAC2,Kidney,-0.9581942,4.57e-05
CHASERR,Kidney,-0.961,0.00396
CHCHD7,Kidney,-0.7303514,0.00681
CHD5,Kidney,-1.5625437,0.00175
CHGA,Kidney,0.96899642,0.0287
CHMP4B,Kidney,1.6823478,7.98e-06
CHMP5,Kidney,-0.6607609,0.00588
CHODL,Kidney,1.3067998,1.41e-06
CHORDC1P4,Kidney,-0.6490055,0.0281
CHP2,Kidney,2.7022034,0.0211
CHPF2,Kidney,-1.0761743,1.42e-06
CHRNA3,Kidney,-0.7792509,0.00135351
CHRNB2,Kidney,-0.6478967,0.0216
CHST14,Kidney,1.0819355,0.00601
CHST8,Kidney,-0.5946055,0.0073722
CHURC1,Kidney,-0.8897125,2.45e-06
CIDECP,Kidney,0.8581971,1.2e-06
CINP,Kidney,0.61373597,0.00123
CKMT2-AS1,Kidney,-0.8801499,0.0474
CLASRP,Kidney,1.2766938,8.7e-05
CLCA3P,Kidney,-1.0544224,0.0348
CLCN4,Kidney,-1.1373707,0.00344
CLCNKB,Kidney,-0.6342835,0.00242
CLDN12,Kidney,-1.9331069,8.96e-06
CLEC2L,Kidney,-1.7575112,0.00335
CLEC3A,Kidney,-1.3801266,0.00268
CLEC4A,Kidney,0.73625812,0.000198
CLIP1-AS1,Kidney,-1.4825896,0.00103
CLK2,Kidney,1.539742,7.71e-06
CLK3,Kidney,1.2103022,0.00103
CLP1,Kidney,-1.1045716,7.46e-06
CLSTN2-AS1,Kidney,-0.6301312,0.029
CLTRN,Kidney,-1.74,0.0441
CLVS1,Kidney,-1.6050905,0.00143
CMA1,Kidney,-1.2565002,0.0318
CNEP1R1,Kidney,-1.1185981,3.65e-06
CNIH4,Kidney,-0.6670175,0.00188
CNOT9,Kidney,-0.9332437,0.0159
CNTF,Kidney,-1.4952826,0.00298
CNTN2,Kidney,-1.6742214,0.00201
CNTN4-AS2,Kidney,-1.2,0.00105
COA3,Kidney,-0.7939392,0.000769
COBLL1,Kidney,-1.1508452,0.003
COL2A1,Kidney,-1.4302919,0.00121
COLGALT2,Kidney,-1.2922769,0.00542
COMETT,Kidney,-2.3,0.0134
COMMD1,Kidney,-0.5862077,0.018
COMMD10,Kidney,-0.683015,0.0145
COMMD2,Kidney,0.6989169,0.0127
COMMD4,Kidney,-0.727238,0.00507
COMMD8,Kidney,-1.3079131,8.71e-07
COMT///ARVCF,Kidney,-1.3503126,0.00202
COPS7B,Kidney,0.6849589,0.0224
COPS9,Kidney,-0.680461,0.00547
COQ10B,Kidney,-1.5745844,3.75e-06
COQ2,Kidney,0.6701285,1.98e-05
CORO1B,Kidney,0.6902193,0.0162
COX11,Kidney,-0.8747638,0.000955
COX16,Kidney,-1.1631049,3.81e-06
COX20,Kidney,-0.6023221,0.00529
CPA2,Kidney,1.5945736,0.000631
CPA5,Kidney,1.362881,0.00174
CPAP,Kidney,-0.5976367,0.0102
CPLX1,Kidney,0.7371268,0.00897
CPLX2,Kidney,-1.1887536,1.19e-06
CPLX4,Kidney,-1.5014336,0.000882
CPOX,Kidney,-0.9996513,2.22e-06
CPSF1,Kidney,1.359875,0.00167
CRAMP1,Kidney,0.7645951,0.00948
CRCT1,Kidney,-1.8499042,0.0054
CREBL2,Kidney,-0.6639918,0.00779
CRELD1,Kidney,0.63703084,0.0108
CRH,Kidney,-1.677559,0.011
CRHR1-IT1,Kidney,0.9913958,0.0177
CRIP3,Kidney,1.108825,0.00433
CRIPAK,Kidney,1.4116134,6.01e-06
CRKL,Kidney,-1.1465358,0.00275
CROCCP3,Kidney,3.9521466,6.93e-12
CRYBB2,Kidney,-1.1130599,0.0418
CRYBB3,Kidney,-0.6757288,0.00071661
CRYGS,Kidney,2.1303068,0.00039
CSAG4,Kidney,2.1661838,4.06e-06
CSE1L-AS1,Kidney,4.3094558,6.99e-15
CSF2,Kidney,-1.7678691,0.000664
CSH1,Kidney,-0.6553755,0.01902018
CSN1S2AP,Kidney,-1.3679759,0.00297
CSNK1A1L,Kidney,-0.7129263,0.00299
CSPG4,Kidney,0.59358026,0.000198
CSPG5,Kidney,-1.2992651,0.00947
CST8,Kidney,-1.6882453,0.00138
CST9,Kidney,-0.8984909,0.0457
CSTA,Kidney,1.46259599,7.88e-05
CT47A11,Kidney,-1.1875775,0.0158
CT83,Kidney,-1.2911615,0.00317
CTNS,Kidney,-0.6810752,0.01634951
CTPS1,Kidney,0.71776015,0.000175
CTRB1,Kidney,4.7032628,1.79e-14
CTSV,Kidney,-1.8258622,1.89e-05
CTXN1,Kidney,-0.8714118,9.52e-06
CUZD1,Kidney,2.0930192,3.14e-07
CWC15,Kidney,-0.7702897,0.00171
CWC25,Kidney,0.6124154,0.00266
CXADRP2,Kidney,-1.3384349,0.00258
CXORF21,Kidney,-1.2302696,0.00749
CXORF38,Kidney,-1.1171896,2.27e-05
CXORF51A,Kidney,-1.3809179,0.00264
CXORF58,Kidney,-1.6042614,0.000581
CXXC1,Kidney,0.8628908,0.0189
CYB5R1,Kidney,1.8390868,0.00128
CYHR1,Kidney,0.8633609,0.0163
CYLC1,Kidney,-1.5282882,0.00116
CYLC2,Kidney,-1.3736542,0.00214
CYP11B1,Kidney,-0.829472,0.000428
CYP20A1,Kidney,-0.7927682,0.00204
CYP2U1,Kidney,-0.7945813,0.000151
CYP46A1,Kidney,-1.1923699,0.01554258
CYP4F2,Kidney,-0.79836088,0.0499
CYP4F29P,Kidney,1.2943879,0.00698
CYP4V2,Kidney,-1.0446937,2.54e-05
CYSLTR2,Kidney,-1.7324107,0.000329
CYYR1,Kidney,-1.0236939,0.00118
D2HGDH,Kidney,1.1558135,0.00203
DACH1,Kidney,-0.6061986,0.00163
DAOA-AS1,Kidney,-1.5002022,0.00166
DAZ2,Kidney,-1.6797959,0.00065
DBF4B,Kidney,0.9180147,3.21e-05
DBH,Kidney,1.0954107,0.0482
DBNL,Kidney,0.9135542,0.0332
DBX2,Kidney,-1.3426601,0.00263
DCAF12,Kidney,-1.3569097,5.86e-08
DCAF12L1,Kidney,-1.6326903,0.000559
DCAF4,Kidney,-0.7901242,0.000322
DCP1A,Kidney,-0.8003611,0.000798
DCTN5,Kidney,0.9420493,0.00732
DDB2,Kidney,0.72981262,1.71e-05
DDI1,Kidney,-1.4975964,0.00149
DDN,Kidney,-0.8741931,1.66e-06
DDOST,Kidney,1.14715,0.01284301
DDRGK1,Kidney,0.73758975,0.000361
DDX28,Kidney,-0.7573275,0.00399
DDX54,Kidney,0.781,0.0245
DDX56,Kidney,2.1845008,6.05e-05
DEC1,Kidney,-1.441118,0.000897
DEFA1B///DEFA1,Kidney,-1.474996,0.00247
DEFA5,Kidney,-1.4926795,0.00375
DEFB103B,Kidney,-1.3424842,0.0403
DEFT1P,Kidney,-1.3201146,0.00369
DEGS1,Kidney,-0.8938826,0.00032
DENND10P1,Kidney,0.707,0.0174
DENND2B-AS1,Kidney,-1.0,0.0409
DENND5A,Kidney,0.99,0.00187
DET1,Kidney,1.081889,0.0331
DFNB59,Kidney,0.9985209,0.000434
DGCR8,Kidney,1.0602697,0.0358
DHRS13,Kidney,0.7430578,0.0391
DHRS3,Kidney,-0.77952788,0.00118
DHX33,Kidney,-0.772131,0.000126
DHX34,Kidney,-1.2595016,0.00485
DIAPH1,Kidney,-0.9824472,2.57e-05
DIMT1,Kidney,-0.8605855,7.32e-06
DIP2A,Kidney,1.2561018,0.00137
